cropped_video_path,cropped_video_filename,tsv_row_index,vid,yid,start,end,raw_text,tokenized_text,gloss,split
/work3/s235253/openaslcropped/EslZp7UiTck-00:15:29.695-00:15:32.230.mp4,EslZp7UiTck-00:15:29.695-00:15:32.230.mp4,9237,EslZp7UiTck-00:15:29.695-00:15:32.230,EslZp7UiTck,00:15:29.695,00:15:32.230,In the true sense of the words.,in the true sense of the words,,train
/work3/s235253/openaslcropped/zCjNh65JKWs-00:11:14.200-00:11:21.000.mp4,zCjNh65JKWs-00:11:14.200-00:11:21.000.mp4,19638,zCjNh65JKWs-00:11:14.200-00:11:21.000,zCjNh65JKWs,00:11:14.200,00:11:21.000,"About 2,800 players are on NFL rosters.","about 2,800 players are on nfl rosters",,train
/work3/s235253/openaslcropped/2Wsw0KI-yQg-00:13:49.250-00:13:54.791.mp4,2Wsw0KI-yQg-00:13:49.250-00:13:54.791.mp4,4459,2Wsw0KI-yQg-00:13:49.250-00:13:54.791,2Wsw0KI-yQg,00:13:49.250,00:13:54.791,Mavrick's mother said she wanted to stay behind to talk with the defense lawyer and I left.,mavrick 's mother said she wanted to stay behind to talk with the defense lawyer and i left,,train
/work3/s235253/openaslcropped/cvqbe6xyT7Y-00:05:27.860-00:05:36.970.mp4,cvqbe6xyT7Y-00:05:27.860-00:05:36.970.mp4,9445,cvqbe6xyT7Y-00:05:27.860-00:05:36.970,cvqbe6xyT7Y,00:05:27.860,00:05:36.970,"But in July, new reported cases have spiked and stayed around the 60,000 mark.","but in july new reported cases have spiked and stayed around the 60,000 mark",,train
/work3/s235253/openaslcropped/0ulVg4h6W9E-00:06:20.846-00:06:43.370.mp4,0ulVg4h6W9E-00:06:20.846-00:06:43.370.mp4,3165,0ulVg4h6W9E-00:06:20.846-00:06:43.370,0ulVg4h6W9E,00:06:20.846,00:06:43.370,CNBC said D.C. has a larger population than Wyoming or Vermont and pays more federal taxes than 22 states.,cnbc said d.c. has a larger population than wyoming or vermont and pays more federal taxes than 22 states,,train
/work3/s235253/openaslcropped/ziFmcT4dE8I-00:15:43.274-00:15:53.494.mp4,ziFmcT4dE8I-00:15:43.274-00:15:53.494.mp4,5236,ziFmcT4dE8I-00:15:43.274-00:15:53.494,ziFmcT4dE8I,00:15:43.274,00:15:53.494,"The crowd started to throw pocket change, then cans of beer, then someone threw a piece of cobblestone.",the crowd started to throw pocket change then cans of beer then someone threw a piece of cobblestone,,train
/work3/s235253/openaslcropped/yYYYXAAbH7A-00:05:28.452-00:05:43.634.mp4,yYYYXAAbH7A-00:05:28.452-00:05:43.634.mp4,18871,yYYYXAAbH7A-00:05:28.452-00:05:43.634,yYYYXAAbH7A,00:05:28.452,00:05:43.634,"I've reported about Deaf customers having police called on them by the store, but the tables are turned with the customers calling police.",i 've reported about deaf customers having police called on them by the store but the tables are turned with the customers calling police,,train
/work3/s235253/openaslcropped/7JF1onKatVI-00:09:20.519-00:09:24.440.mp4,7JF1onKatVI-00:09:20.519-00:09:24.440.mp4,6409,7JF1onKatVI-00:09:20.519-00:09:24.440,7JF1onKatVI,00:09:20.519,00:09:24.440,Sean called his wife and was  crying.,sean called his wife and was crying,,train
/work3/s235253/openaslcropped/0ozA6CspdcQ-00:08:31.120-00:08:33.100.mp4,0ozA6CspdcQ-00:08:31.120-00:08:33.100.mp4,21526,0ozA6CspdcQ-00:08:31.120-00:08:33.100,0ozA6CspdcQ,00:08:31.120,00:08:33.100,Okay we saved the best for last.,okay we saved the best for last,,train
/work3/s235253/openaslcropped/e0bxKJXsUyw-00:11:28.480-00:11:30.341.mp4,e0bxKJXsUyw-00:11:28.480-00:11:30.341.mp4,17557,e0bxKJXsUyw-00:11:28.480-00:11:30.341,e0bxKJXsUyw,00:11:28.480,00:11:30.341,Sign1News.,sign1news,,train
/work3/s235253/openaslcropped/D9HR4q0vbwE-00:24:18.957-00:24:20.750.mp4,D9HR4q0vbwE-00:24:18.957-00:24:20.750.mp4,21184,D9HR4q0vbwE-00:24:18.957-00:24:20.750,D9HR4q0vbwE,00:24:18.957,00:24:20.750,What the hell?!,what the hell,,train
/work3/s235253/openaslcropped/AdDxgNZ7nC0-00:06:29.956-00:06:36.228.mp4,AdDxgNZ7nC0-00:06:29.956-00:06:36.228.mp4,1926,AdDxgNZ7nC0-00:06:29.956-00:06:36.228,AdDxgNZ7nC0,00:06:29.956,00:06:36.228,"The suspected gunman, who is 25 years old, is in custody.",the suspected gunman who is 25 years old is in custody,,train
/work3/s235253/openaslcropped/iFAIfRLaB64-00:02:59.400-00:03:04.039.mp4,iFAIfRLaB64-00:02:59.400-00:03:04.039.mp4,20082,iFAIfRLaB64-00:02:59.400-00:03:04.039,iFAIfRLaB64,00:02:59.400,00:03:04.039,But my car s tires spun as it was stuck.,but my car s tires spun as it was stuck,,train
/work3/s235253/openaslcropped/eK0qbGyQ-eA-00:08:07.694-00:08:20.290.mp4,eK0qbGyQ-eA-00:08:07.694-00:08:20.290.mp4,19551,eK0qbGyQ-eA-00:08:07.694-00:08:20.290,eK0qbGyQ-eA,00:08:07.694,00:08:20.290,"So, the USWNT will play against Netherlands and are considered the favorites to win.",so the uswnt will play against netherlands and are considered the favorites to win,,train
/work3/s235253/openaslcropped/8Pgz-GaUC6M-00:10:53.778-00:11:05.081.mp4,8Pgz-GaUC6M-00:10:53.778-00:11:05.081.mp4,9166,8Pgz-GaUC6M-00:10:53.778-00:11:05.081,8Pgz-GaUC6M,00:10:53.778,00:11:05.081,"The fibers were found in both urban and remote, mountainous sites.",the fibers were found in both urban and remote mountainous sites,,train
/work3/s235253/openaslcropped/zl5Q-PahKrQ-00:06:44.879-00:06:59.060.mp4,zl5Q-PahKrQ-00:06:44.879-00:06:59.060.mp4,14868,zl5Q-PahKrQ-00:06:44.879-00:06:59.060,zl5Q-PahKrQ,00:06:44.879,00:06:59.060,An NSC spokeswoman says too many people still believe the opioid crisis will not impact them and many still do not see it as a major threat to them or their family.,an nsc spokeswoman says too many people still believe the opioid crisis will not impact them and many still do not see it as a major threat to them or their family,,train
/work3/s235253/openaslcropped/FSTcHQ4yBbw-00:00:16.359-00:00:19.000.mp4,FSTcHQ4yBbw-00:00:16.359-00:00:19.000.mp4,6879,FSTcHQ4yBbw-00:00:16.359-00:00:19.000,FSTcHQ4yBbw,00:00:16.359,00:00:19.000,Four athletes will race at the same time.,four athletes will race at the same time,,train
/work3/s235253/openaslcropped/2Wsw0KI-yQg-00:08:32.832-00:08:42.000.mp4,2Wsw0KI-yQg-00:08:32.832-00:08:42.000.mp4,4496,2Wsw0KI-yQg-00:08:32.832-00:08:42.000,2Wsw0KI-yQg,00:08:32.832,00:08:42.000,The mayor said he has not decided to sign the ordinance or not.,the mayor said he has not decided to sign the ordinance or not,,train
/work3/s235253/openaslcropped/BVrZ2mPsdS0-00:10:51.500-00:11:10.875.mp4,BVrZ2mPsdS0-00:10:51.500-00:11:10.875.mp4,10633,BVrZ2mPsdS0-00:10:51.500-00:11:10.875,BVrZ2mPsdS0,00:10:51.500,00:11:10.875,The attacker took a knife and started stabbing five to ten times in his neck.,the attacker took a knife and started stabbing five to ten times in his neck,,train
/work3/s235253/openaslcropped/dOBaV-PhD-s-00:02:37.520-00:02:56.060.mp4,dOBaV-PhD-s-00:02:37.520-00:02:56.060.mp4,15613,dOBaV-PhD-s-00:02:37.520-00:02:56.060,dOBaV-PhD-s,00:02:37.520,00:02:56.060,Officials in Indonesia have already started digging thousands of graves at a public cemetery in preparation for the mass burials of the victims of this weekend's massive earthquake and deadly tsunami.,officials in indonesia have already started digging thousands of graves at a public cemetery in preparation for the mass burials of the victims of this weekend 's massive earthquake and deadly tsunami,,train
/work3/s235253/openaslcropped/2Wsw0KI-yQg-00:06:15.375-00:06:43.165.mp4,2Wsw0KI-yQg-00:06:15.375-00:06:43.165.mp4,4504,2Wsw0KI-yQg-00:06:15.375-00:06:43.165,2Wsw0KI-yQg,00:06:15.375,00:06:43.165,"Wade said ""when our child comes home with a question, when our child comes home with an issue... it is our job as parents to listen to that, to give them the best information we can, the best feedback we can... and that doesn't change because sexuality is now involved.""",wade said when our child comes home with a question when our child comes home with an issue ... it is our job as parents to listen to that to give them the best information we can the best feedback we can ... and that does n't change because sexuality is now involved,,train
/work3/s235253/openaslcropped/D9HR4q0vbwE-00:25:08.006-00:25:14.304.mp4,D9HR4q0vbwE-00:25:08.006-00:25:14.304.mp4,21320,D9HR4q0vbwE-00:25:08.006-00:25:14.304,D9HR4q0vbwE,00:25:08.006,00:25:14.304,Can you explain what your plans are moving forward?,can you explain what your plans are moving forward,,train
/work3/s235253/openaslcropped/G34h0hn3T5k-00:15:05.821-00:15:07.322.mp4,G34h0hn3T5k-00:15:05.821-00:15:07.322.mp4,6437,G34h0hn3T5k-00:15:05.821-00:15:07.322,G34h0hn3T5k,00:15:05.821,00:15:07.322,That is all for today.,that is all for today,,train
/work3/s235253/openaslcropped/AgraECvNR1A-00:04:22.639-00:04:32.079.mp4,AgraECvNR1A-00:04:22.639-00:04:32.079.mp4,15826,AgraECvNR1A-00:04:22.639-00:04:32.079,AgraECvNR1A,00:04:22.639,00:04:32.079,The new feature could help Facebook compete with companies like YouTube and live stream gaming platforms.,the new feature could help facebook compete with companies like youtube and live stream gaming platforms,,train
/work3/s235253/openaslcropped/2Wsw0KI-yQg-00:13:03.791-00:13:05.666.mp4,2Wsw0KI-yQg-00:13:03.791-00:13:05.666.mp4,4421,2Wsw0KI-yQg-00:13:03.791-00:13:05.666,2Wsw0KI-yQg,00:13:03.791,00:13:05.666,He said Mavrick was lonely.,he said mavrick was lonely,,train
/work3/s235253/openaslcropped/hHxhQ-5ms18-00:05:08.420-00:05:19.959.mp4,hHxhQ-5ms18-00:05:08.420-00:05:19.959.mp4,23899,hHxhQ-5ms18-00:05:08.420-00:05:19.959,hHxhQ-5ms18,00:05:08.420,00:05:19.959,His decision comes after he repeatedly denied the fires posed a threat to the most bio-diverse eco-region on the planet.,his decision comes after he repeatedly denied the fires posed a threat to the most bio diverse eco region on the planet,,train
/work3/s235253/openaslcropped/8Pgz-GaUC6M-00:05:48.848-00:06:24.300.mp4,8Pgz-GaUC6M-00:05:48.848-00:06:24.300.mp4,9136,8Pgz-GaUC6M-00:05:48.848-00:06:24.300,8Pgz-GaUC6M,00:05:48.848,00:06:24.300,"There is also already an ongoing controversy because both Omar and Tlaib have signaled support for the pro-Palestinian BDS movement, which criticizes Israel's settlements, demands equal rights for Palestinians, and calls for businesses to boycott Israel.",there is also already an ongoing controversy because both omar and tlaib have signaled support for the pro-palestinian bds movement which criticizes israel 's settlements demands equal rights for palestinians and calls for businesses to boycott israel,,train
/work3/s235253/openaslcropped/5cjkZmWlhKE-00:07:44.839-00:07:46.139.mp4,5cjkZmWlhKE-00:07:44.839-00:07:46.139.mp4,12676,5cjkZmWlhKE-00:07:44.839-00:07:46.139,5cjkZmWlhKE,00:07:44.839,00:07:46.139,I'm Candace Jones.,i 'm candace jones,,train
/work3/s235253/openaslcropped/yLfw4Ickjcg-00:00:27.920-00:00:29.160.mp4,yLfw4Ickjcg-00:00:27.920-00:00:29.160.mp4,14325,yLfw4Ickjcg-00:00:27.920-00:00:29.160,yLfw4Ickjcg,00:00:27.920,00:00:29.160,I'm Jethro Wooddall.,i 'm jethro wooddall,,train
/work3/s235253/openaslcropped/CvlyhtXd9e8-00:05:50.983-00:05:59.059.mp4,CvlyhtXd9e8-00:05:50.983-00:05:59.059.mp4,6002,CvlyhtXd9e8-00:05:50.983-00:05:59.059,CvlyhtXd9e8,00:05:50.983,00:05:59.059,"I appreciate those who work hard behind the scenes, as most of the captions were clear.",i appreciate those who work hard behind the scenes as most of the captions were clear,,train
/work3/s235253/openaslcropped/DxIpPTZM-tw-00:05:09.079-00:05:22.740.mp4,DxIpPTZM-tw-00:05:09.079-00:05:22.740.mp4,17187,DxIpPTZM-tw-00:05:09.079-00:05:22.740,DxIpPTZM-tw,00:05:09.079,00:05:22.740,"So, for more than a year, the company has been testing new Frappuccino recipes in 600 stores across California Missouri and Rhode Island.",so for more than a year the company has been testing new frappuccino recipes in 600 stores across california missouri and rhode island,,train
/work3/s235253/openaslcropped/BXjgMNlzXts-00:03:39.024-00:03:44.240.mp4,BXjgMNlzXts-00:03:39.024-00:03:44.240.mp4,8687,BXjgMNlzXts-00:03:39.024-00:03:44.240,BXjgMNlzXts,00:03:39.024,00:03:44.240,Give me an A-U-D-I-S-M!,give me an a u d i s m,,train
/work3/s235253/openaslcropped/ey3i9jNcat4-00:01:26.287-00:01:28.218.mp4,ey3i9jNcat4-00:01:26.287-00:01:28.218.mp4,2689,ey3i9jNcat4-00:01:26.287-00:01:28.218,ey3i9jNcat4,00:01:26.287,00:01:28.218,"In BJJ, we usually do this.",in bjj we usually do this,,train
/work3/s235253/openaslcropped/EiPus06oKy0-00:07:01.620-00:07:19.660.mp4,EiPus06oKy0-00:07:01.620-00:07:19.660.mp4,12329,EiPus06oKy0-00:07:01.620-00:07:19.660,EiPus06oKy0,00:07:01.620,00:07:19.660,"David Pecker, who heads AMI, says he thought the National Enquirer and Bezos were in good faith negotiations to resolve the matter.",david pecker who heads ami says he thought the national enquirer and bezos were in good faith negotiations to resolve the matter,,train
/work3/s235253/openaslcropped/9GhUO_jopI0-00:05:04.519-00:05:18.000.mp4,9GhUO_jopI0-00:05:04.519-00:05:18.000.mp4,21944,9GhUO_jopI0-00:05:04.519-00:05:18.000,9GhUO_jopI0,00:05:04.519,00:05:18.000,A professor who studies vaccines at Oxford University says she is 80-percent confident that the vaccine developed by her team will work.,a professor who studies vaccines at oxford university says she is 80-percent confident that the vaccine developed by her team will work,,train
/work3/s235253/openaslcropped/FND2JfzngVY-00:04:47.579-00:04:57.600.mp4,FND2JfzngVY-00:04:47.579-00:04:57.600.mp4,21688,FND2JfzngVY-00:04:47.579-00:04:57.600,FND2JfzngVY,00:04:47.579,00:04:57.600,"But when they see the performance, I hope it inspires high school students, parents and young children to really want to learn sign language.",but when they see the performance i hope it inspires high school students parents and young children to really want to learn sign language,,train
/work3/s235253/openaslcropped/4CZCJPhojUc-00:04:43.365-00:04:49.663.mp4,4CZCJPhojUc-00:04:43.365-00:04:49.663.mp4,325,4CZCJPhojUc-00:04:43.365-00:04:49.663,4CZCJPhojUc,00:04:43.365,00:04:49.663,There were about 40 people inside the bar and they rushed out.,there were about 40 people inside the bar and they rushed out,,train
